Rank,Page URL,Best Position,Average Position,Total Keywords,Top 3 Rankings,Top 10 Rankings,Page 2 Rankings,Clicks,Impressions,CTR %,Top Query,Top Query Position
913,https://careerplanb.co/bitsat-2026-dual-degree-programs-5-year-courses/#5-campus-facilities-and-resources,7.3,9.7,6,0,4,1,0,38,0.00,5 year integrated course in bits pilani,9.0
914,https://careerplanb.co/bitsat-2026-dual-degree-programs-5-year-courses/#introduction,7.5,10.2,7,0,4,2,0,53,0.00,5 year integrated course in bits pilani,10.0
915,https://careerplanb.co/bitsat-2026-dual-degree-programs-5-year-courses/#what-is-a-dual-degree-program-at-bits-pilani,7.5,10.2,7,0,4,2,0,53,0.00,5 year integrated course in bits pilani,10.0
916,https://careerplanb.co/bitsat-2026-exam-pattern/,21.0,44.2,5,0,0,0,0,8,0.00,bitsat 2026 pattern,40.0
917,https://careerplanb.co/bitsat-2026-international-students-eligibility/#direct-admission-options-for-international-students,8.7,10.6,5,0,2,3,0,10,0.00,bits international admission,11.0
918,https://careerplanb.co/bitsat-2026-international-students-eligibility/#international-students-must-meet-specific-requirements-to-apply-for-bitsat-2026,8.7,10.3,5,0,3,2,0,10,0.00,bits international admission,11.0
919,https://careerplanb.co/bitsat-2026-international-students-eligibility/#introduction,8.7,10.2,5,0,3,2,0,11,0.00,bits international admission,11.0
920,https://careerplanb.co/bitsat-2026-international-students-eligibility/#overview-of-bits-pilani-for-international-students,8.7,10.2,5,0,3,2,0,11,0.00,bits international admission,11.0
921,https://careerplanb.co/bitsat-2026-merit-list-rank-calculation/,2.0,4.8,5,4,4,1,0,5,0.00,bitsat marking scheme,3.0
922,https://careerplanb.co/bitsat-2026-mock-test-analysis-weak-areas/,1.0,1.0,1,1,1,0,0,1,0.00,mathongo bitsat test series 2026,1.0
923,https://careerplanb.co/bitsat-2026-mock-test-strategy-timeline/,1.0,4.4,3,2,2,1,0,22,0.00,bitsat exam interface,1.0
924,https://careerplanb.co/bitsat-2026-negative-marking-strategy/,1.0,11.7,23,3,16,3,0,674,0.00,bits has negative marking,9.4
925,https://careerplanb.co/bitsat-2026-score-calculation-process-complete-guide/,1.0,3.0,30,25,29,1,0,92,0.00,bits exam marking scheme,1.0
926,https://careerplanb.co/bitsat-2026-study-plan/#introduction,12.0,12.0,1,0,0,1,0,1,0.00,bitsat strategy,12.0
927,https://careerplanb.co/bitsat-2026-study-plan/#months-1-2-build-strong-fundamentals,12.0,12.0,1,0,0,1,0,1,0.00,bitsat strategy,12.0
928,https://careerplanb.co/bitsat-2026-study-plan/#months-3-4-intensive-practice-phase,12.0,12.0,1,0,0,1,0,1,0.00,bitsat strategy,12.0
929,https://careerplanb.co/bitsat-2026-study-plan/#understanding-bitsat-2026-exam-pattern,12.0,12.0,1,0,0,1,0,1,0.00,bitsat strategy,12.0
930,https://careerplanb.co/bitsat-2026-time-management-tips/,2.0,3.5,4,2,4,0,0,4,0.00,fast,3.0
931,https://careerplanb.co/bitsat-2026-vs-state-engineering-exams/,1.0,2.5,10,9,10,0,0,99,0.00,2nd puc,1.0
932,https://careerplanb.co/bitsat-2026-vs-state-engineering-exams/#4-mht-cet-maharashtra,8.0,8.2,2,0,2,0,0,15,0.00,bitsat vs mht cet,8.0
933,https://careerplanb.co/bitsat-2026-vs-state-engineering-exams/#introduction,8.0,8.2,2,0,2,0,0,15,0.00,bitsat vs mht cet,8.0
934,https://careerplanb.co/bitsat-2026-vs-state-engineering-exams/#overview-of-bitsat-2026,8.0,8.2,2,0,2,0,0,15,0.00,bitsat vs mht cet,8.0
935,https://careerplanb.co/bitsat-logical-reasoning-tips/,1.0,9.8,25,9,20,1,0,130,0.00,bits logical reasoning questions,13.0
936,https://careerplanb.co/bitsat-subject-wise-weightage-2026/#analysis-of-weightage-trends-from-previous-years,8.0,9.4,2,0,1,0,0,29,0.00,bitsat weightage 2026,8.0
937,https://careerplanb.co/bitsat-subject-wise-weightage-2026/#introduction,8.0,9.4,2,0,1,0,0,29,0.00,bitsat weightage 2026,8.0
938,https://careerplanb.co/bitsat-vs-jee-advanced-2026-which-exam-is-easier-to-crack/,1.0,13.0,17,9,10,3,0,64,0.00,10 sorry,3.0
939,https://careerplanb.co/bitsat-vs-manipal-entrance-test-2026/,1.0,2.4,42,38,42,0,0,145,0.00,bits pilani helpline number,3.0
940,https://careerplanb.co/bitsat-vs-viteee-2026-comparison/,4.0,11.9,9,0,7,0,0,131,0.00,bitsat and viteee,6.0
941,https://careerplanb.co/bjmc-ahmedabad-pg-courses-bond-details/#comprehensive-clinical-training,6.4,7.3,3,0,3,0,0,20,0.00,bj medical college ahmedabad pg bond,8.5
942,https://careerplanb.co/bjmc-ahmedabad-pg-courses-bond-details/#introduction,6.4,7.3,3,0,3,0,0,21,0.00,bj medical college ahmedabad pg bond,8.5
943,https://careerplanb.co/bjmc-ahmedabad-pg-courses-bond-details/#pg-diploma-dcp-dch-da-dph-dmrd-dvd-dpm-dtcd-dlo-do-dgo,6.4,7.3,3,0,3,0,0,21,0.00,bj medical college ahmedabad pg bond,8.5
944,https://careerplanb.co/blog/,1.0,6.5,4,1,3,1,0,36,0.00,career plan b,9.7
945,https://careerplanb.co/blog/page/118/,6.0,6.0,1,0,1,0,0,9,0.00,site:careerplanb.co,6.0
946,https://careerplanb.co/blog/page/166/,9.3,9.3,1,0,1,0,0,3,0.00,site:careerplanb.co,9.3
947,https://careerplanb.co/blog/page/189/,4.5,4.5,1,0,1,0,0,20,0.00,site:careerplanb.co,4.5
948,https://careerplanb.co/blog/page/19/,6.0,6.0,1,0,1,0,0,2,0.00,site:careerplanb.co,6.0
949,https://careerplanb.co/blog/page/210/,5.0,5.0,1,0,1,0,0,1,0.00,site:careerplanb.co,5.0
950,https://careerplanb.co/blog/page/211/,5.7,5.7,1,0,1,0,0,12,0.00,site:careerplanb.co,5.7
951,https://careerplanb.co/blog/page/219/,3.0,3.0,1,1,1,0,0,1,0.00,site:careerplanb.co,3.0
952,https://careerplanb.co/blog/page/50/,5.6,5.6,1,0,1,0,0,8,0.00,site:careerplanb.co,5.6
953,https://careerplanb.co/bmcri-pg-courses-bond-duration/,1.0,2.4,2,1,2,0,0,11,0.00,bangalore medical college pg bond,3.8
954,https://careerplanb.co/board-exam-study-plan-august-2025-class-10-12-guide/,1.0,8.2,12,6,6,4,0,46,0.00,2025 board ka paper,1.0
955,https://careerplanb.co/bond-free-medical-pg-colleges-india-2025/#3-private-deemed-universities-selected-colleges,5.3,9.7,7,0,3,3,0,16,0.00,does aiims pg have bond,12.0
956,https://careerplanb.co/bond-free-medical-pg-colleges-india-2025/#introduction,5.3,9.4,8,0,4,2,0,19,0.00,does aiims pg have bond,12.0
957,https://careerplanb.co/bond-free-medical-pg-colleges-india-2025/#table-bond-free-pg-colleges-sample-2025-list,5.3,9.4,8,0,4,2,0,19,0.00,does aiims pg have bond,12.0
958,https://careerplanb.co/bond-free-medical-pg-colleges-india-2025/#top-bond-free-medical-pg-colleges-in-india-2025,5.3,9.4,8,0,4,2,0,19,0.00,does aiims pg have bond,12.0
959,https://careerplanb.co/bond-free-medical-pg-colleges-india-2025/#what-should-you-look-for-when-selecting-a-bond-free-pg-college,5.3,9.7,7,0,3,3,0,16,0.00,does aiims pg have bond,12.0
960,https://careerplanb.co/bond-free-medical-pg-colleges-india-2025/#why-do-some-states-colleges-insist-on-service-bonds,5.3,9.7,7,0,3,3,0,16,0.00,does aiims pg have bond,12.0
961,https://careerplanb.co/bpt-course-admission/,2.0,2.0,1,1,1,0,0,1,0.00,what will be cost,2.0
962,https://careerplanb.co/branch-change-rules-at-iit-delhi-vs-iit-bombay-a-comparative-overview/,1.0,20.2,19,2,8,4,0,77,0.00,branch change in iit delhi,11.0
963,https://careerplanb.co/branch-vs-college-guide/,1.0,8.3,12,5,8,3,0,87,0.00,branch and course difference,12.0
964,https://careerplanb.co/branches-in-internal-medicine-and-pediatrics/,1.0,1.0,3,3,3,0,0,8,0.00,dm branches,1.0
965,https://careerplanb.co/bsc-anaesthesia-ot-salary-india-2025/#1-fresher-salary-0-2-years-of-experience,4.0,9.3,126,0,70,29,0,2093,0.00,aiims anesthesia technician salary,9.6
966,https://careerplanb.co/bsc-anaesthesia-ot-salary-india-2025/#introduction,4.0,9.3,125,0,70,29,0,2049,0.00,aiims anesthesia technician salary,9.6
967,https://careerplanb.co/bsc-anaesthesia-ot-salary-india-2025/#the-critical-role-of-an-anaesthesia-and-ot-technologist,4.0,9.3,127,0,73,31,0,2051,0.00,aiims anesthesia technician salary,9.6
968,https://careerplanb.co/bsc-anaesthesia-ot-salary-india-2025/#top-recruiters-for-bsc-anaesthesia-and-ot-technologists-in-india,4.0,9.3,127,0,73,31,0,2062,0.00,aiims anesthesia technician salary,9.6
969,https://careerplanb.co/bsc-anaesthesia-ot-salary-india-2025/#we-help-you-get-into-top-b-sc-anaesthesia-and-ot-technology-colleges-like,4.0,9.3,127,0,72,30,0,2063,0.00,aiims anesthesia technician salary,9.6
970,https://careerplanb.co/bsc-clinical-nutrition-dietetics-salary-india/#1-college-and-course-selection,4.7,10.3,28,0,10,15,0,160,0.00,b sc nutrition and dietetics jobs in government salary,4.7
971,https://careerplanb.co/bsc-clinical-nutrition-dietetics-salary-india/#3-career-planning-from-day-one,4.7,10.3,28,0,10,15,0,160,0.00,b sc nutrition and dietetics jobs in government salary,4.7
972,https://careerplanb.co/bsc-clinical-nutrition-dietetics-salary-india/#4-exploring-alternative-career-paths,4.7,10.3,28,0,10,15,0,161,0.00,b sc nutrition and dietetics jobs in government salary,4.7
973,https://careerplanb.co/bsc-clinical-nutrition-dietetics-salary-india/#5-global-career-guidance,4.7,10.4,30,0,11,17,0,173,0.00,b sc nutrition and dietetics jobs in government salary,4.7
974,https://careerplanb.co/bsc-clinical-nutrition-dietetics-salary-india/#average-salaries-by-job-role,4.7,10.4,30,0,11,17,0,176,0.00,b sc nutrition and dietetics jobs in government salary,4.7
975,https://careerplanb.co/bsc-clinical-nutrition-dietetics-salary-india/#introduction,4.7,10.4,30,0,11,17,0,176,0.00,b sc nutrition and dietetics jobs in government salary,4.7
976,https://careerplanb.co/bsc-clinical-psychology-admission-2025/,1.0,12.1,27,11,14,9,0,161,0.00,bachelor of science in clinical psychology,1.0
977,https://careerplanb.co/bsc-data-science-vs-btech-ai-which-is-better-in-2025/,1.0,8.8,5,2,2,3,0,19,0.00,b.sc data science vs btech data science salary,1.0
978,https://careerplanb.co/bsc-embryology-admission-2025/,5.0,11.9,5,0,2,3,0,28,0.00,bsc embryology,13.5
979,https://careerplanb.co/bsc-embryology-salary-in-india-2025-in-hand-average-and-fresher-salary-breakdown/,1.0,6.6,76,31,60,13,0,662,0.00,as consulting,2.0
980,https://careerplanb.co/bsc-embryology-salary-in-india-2025-in-hand-average-and-fresher-salary-breakdown/#average-and-highest-salary-in-bsc-embryology,5.4,10.8,21,0,5,13,0,209,0.00,b sc embryology salary,6.7
981,https://careerplanb.co/bsc-embryology-salary-in-india-2025-in-hand-average-and-fresher-salary-breakdown/#in-hand-salary-for-bsc-embryology-freshers,5.4,10.8,21,0,5,13,0,210,0.00,b sc embryology salary,6.7
982,https://careerplanb.co/bsc-embryology-salary-in-india-2025-in-hand-average-and-fresher-salary-breakdown/#introduction,5.4,10.8,21,0,5,13,0,203,0.00,b sc embryology salary,6.7
983,https://careerplanb.co/bsc-embryology-salary-in-india-2025-in-hand-average-and-fresher-salary-breakdown/#roles-and-salaries,5.4,10.8,21,0,5,14,0,200,0.00,b sc embryology salary,6.7
984,https://careerplanb.co/bsc-fashion-design-career-guide-2025/,28.3,57.0,6,0,0,0,0,19,0.00,b sc fashion designing salary,28.3
985,https://careerplanb.co/bsc-fashion-design-course/,77.0,77.0,1,0,0,0,0,1,0.00,bsc degree in fashion designing,77.0
986,https://careerplanb.co/bsc-interior-design-admission-colleges-syllabus-career/,64.8,79.8,14,0,0,0,0,119,0.00,b sc interior design,73.0
987,https://careerplanb.co/bsc-mlt-admissions-india-2025/,1.0,26.5,22,12,13,2,0,87,0.00,bs mlt admission,91.0
988,https://careerplanb.co/bsc-mlt-admissions-india-2025/#b-entrance-exam-based-admission,12.5,12.5,1,0,0,1,0,2,0.00,mlt need neet exam,12.5
989,https://careerplanb.co/bsc-mlt-admissions-india-2025/#c-lateral-entry,12.5,12.5,1,0,0,1,0,2,0.00,mlt need neet exam,12.5
990,https://careerplanb.co/bsc-mlt-admissions-india-2025/#career-opportunities-after-bsc-mlt-your-professional-horizon,12.5,12.5,1,0,0,1,0,2,0.00,mlt need neet exam,12.5
991,https://careerplanb.co/bsc-mlt-admissions-india-2025/#course-fees-what-to-expect-financially,12.5,12.5,1,0,0,1,0,2,0.00,mlt need neet exam,12.5
992,https://careerplanb.co/bsc-mlt-admissions-india-2025/#eligibility-criteria-for-bsc-mlt-admissions-2025,12.5,12.5,1,0,0,1,0,2,0.00,mlt need neet exam,12.5
993,https://careerplanb.co/bsc-mlt-admissions-india-2025/#introduction-why-bsc-mlt-is-the-right-career-for-healthcare-enthusiasts,12.5,12.5,1,0,0,1,0,2,0.00,mlt need neet exam,12.5
994,https://careerplanb.co/bsc-mlt-admissions-india-2025/#what-is-bsc-medical-laboratory-technology-mlt,12.5,12.5,1,0,0,1,0,2,0.00,mlt need neet exam,12.5
995,https://careerplanb.co/bsc-neuropsychology-technology-admission-2026/#additional-costs-to-consider,8.2,9.5,3,0,2,0,0,28,0.00,bsc in neuropsychology,10.4
996,https://careerplanb.co/bsc-neuropsychology-technology-admission-2026/#eligibility-criteria-general,8.3,9.5,3,0,2,0,0,25,0.00,bsc in neuropsychology,10.5
997,https://careerplanb.co/bsc-neuropsychology-technology-admission-2026/#entrance-examinations-if-applicable,8.3,9.5,3,0,2,0,0,25,0.00,bsc in neuropsychology,10.5
998,https://careerplanb.co/bsc-neuropsychology-technology-admission-2026/#how-career-plan-b-empowers-your-neuropsychology-technology-dream,8.2,9.5,3,0,2,0,0,28,0.00,bsc in neuropsychology,10.4
999,https://careerplanb.co/bsc-neuropsychology-technology-admission-2026/#introduction,8.2,9.5,3,0,2,0,0,28,0.00,bsc in neuropsychology,10.4
1000,https://careerplanb.co/bsc-neuropsychology-technology-admission-2026/#merit-list-and-counseling,8.3,9.5,3,0,2,0,0,25,0.00,bsc in neuropsychology,10.5
1001,https://careerplanb.co/bsc-neuropsychology-technology-admission-2026/#research-and-shortlisting-institutions,8.3,9.5,3,0,2,0,0,25,0.00,bsc in neuropsychology,10.5
1002,https://careerplanb.co/bsc-nursing-vs-bpt-career-comparison/,1.0,7.8,12,3,8,4,0,28,0.00,am confused,1.0
1003,https://careerplanb.co/bsc-nursing-vs-bpt/,5.0,5.0,1,0,1,0,0,1,0.00,ʏᴇs,5.0
1004,https://careerplanb.co/bsc-optometry-salary-india-2025/#introduction,4.4,9.5,60,0,38,16,0,1431,0.00,an optometrist salary,9.5
1005,https://careerplanb.co/bsc-optometry-salary-india-2025/#q5-what-is-the-difference-between-an-optometrist-an-ophthalmologist-and-an-optician,4.4,9.5,60,0,38,16,0,1418,0.00,an optometrist salary,9.5
1006,https://careerplanb.co/bsc-optometry-salary-india-2025/#understanding-the-role-of-an-optometrist,4.4,9.5,60,0,38,16,0,1431,0.00,an optometrist salary,9.5
1007,https://careerplanb.co/bsc-physics-hons-du-vs-btech/,2.0,30.7,4,2,2,0,0,42,0.00,b sc physics scope,91.0
1008,https://careerplanb.co/bsc-radiology-admission-2025/,1.0,7.0,18,7,11,6,0,60,0.00,bsc radiology,4.0
1009,https://careerplanb.co/bsc-radiotherapy-counselling-2025-ggsipu/,3.0,3.5,2,1,2,0,0,2,0.00,cut off for this,3.0
1010,https://careerplanb.co/bsc-vs-btech-artificial-intelligence/,1.0,4.2,41,28,38,2,0,63,0.00,ai,4.0
1011,https://careerplanb.co/bsc-vs-btech-which-is-better/,29.5,44.4,17,0,0,0,0,34,0.00,b sc or b tech,50.0
1012,https://careerplanb.co/btech-agricultural-engineering-course-scope-salary/#course-highlights-b-tech-agricultural-engineering-at-a-glance,6.1,8.9,27,0,20,5,0,250,0.00,agricultural engineering government jobs,12.0
1013,https://careerplanb.co/btech-agricultural-engineering-course-scope-salary/#introduction,5.0,8.8,26,0,20,4,0,245,0.00,agricultural engineering government jobs after btech india,9.0
1014,https://careerplanb.co/btech-agricultural-engineering-course-scope-salary/#q1-is-agricultural-engineering-a-good-career-choice-in-2025-and-beyondanswer,6.1,9.0,26,0,20,4,0,226,0.00,agricultural engineering government jobs,12.0
1015,https://careerplanb.co/btech-agricultural-engineering-course-scope-salary/#q2-how-is-b-tech-agricultural-engineering-different-from-other-engineering-branches-like-mechanical-or-civil-answer,6.1,8.9,26,0,20,4,0,236,0.00,agricultural engineering government jobs,12.0
1016,https://careerplanb.co/btech-agricultural-engineering-course-scope-salary/#q3-what-are-the-top-companies-or-startups-hiring-agricultural-engineers-in-indiaanswer,6.1,9.1,14,0,10,2,0,162,0.00,agricultural engineering government jobs,12.0
1017,https://careerplanb.co/btech-agricultural-engineering-course-scope-salary/#q4-can-i-get-government-jobs-after-b-tech-in-agricultural-engineeringanswer,6.1,9.0,27,0,20,5,0,238,0.00,agricultural engineering government jobs,12.0
1018,https://careerplanb.co/btech-agricultural-engineering-course-scope-salary/#q5-can-i-transition-into-it-or-software-roles-after-b-tech-in-agricultural-engineeringanswer,6.1,9.0,26,0,20,4,0,226,0.00,agricultural engineering government jobs,12.0
1019,https://careerplanb.co/btech-agricultural-engineering-course-scope-salary/#q6-is-agricultural-engineering-suitable-for-students-who-like-biology-or-environmental-studiesanswer,6.1,9.0,15,0,12,3,0,69,0.00,agricultural engineering government jobs,12.0
1020,https://careerplanb.co/btech-architecture-engineering-course-colleges-career-salary/#key-highlights-of-the-course,4.0,9.3,37,0,24,11,0,500,0.00,architect engineer course,12.5
1021,https://careerplanb.co/btech-architecture-engineering-course-colleges-career-salary/#top-10-colleges-for-b-tech-in-architecture-engineering-2025,4.0,9.3,38,0,24,12,0,558,0.00,architect engineer course,12.5
1022,https://careerplanb.co/btech-architecture-engineering-course-colleges-career-salary/#what-is-b-tech-in-architecture-engineering,4.0,9.3,38,0,24,12,0,503,0.00,architect engineer course,12.5
1023,https://careerplanb.co/btech-architecture-engineering-course-colleges-career-salary/#what-is-the-admission-process-for-b-tech-in-architecture-engineering,4.0,9.3,37,0,24,11,0,555,0.00,architect engineer course,12.5
1024,https://careerplanb.co/btech-marine-engineering-imu-admission-guide/,1.0,4.2,27,13,24,3,0,89,0.00,after that,2.0
1025,https://careerplanb.co/btech-mechanical-engineering-career-scope-2025/,22.3,54.2,5,0,0,0,0,62,0.00,b tech mechanical engineering scope,49.4
1026,https://careerplanb.co/business-analyst-vs-data-analyst-which-role-is-better/,60.0,60.0,1,0,0,0,0,1,0.00,da vs ba,60.0
1027,https://careerplanb.co/business-analyst-vs-data-analyst/,1.0,15.3,3,2,2,0,0,5,0.00,business analyst,1.0
1028,https://careerplanb.co/business-analytics-without-math-short-courses/,5.5,22.8,5,0,3,1,0,9,0.00,does business analytics have maths,13.0
1029,https://careerplanb.co/bvoc-mvoc-integrated-course-guide/,10.0,18.1,9,0,1,7,0,208,0.00,m voc course,12.5
1030,https://careerplanb.co/c-language-essentials-engineering-student-guide/,6.0,31.3,3,0,1,1,0,7,0.00,c in engineering,6.0
1031,https://careerplanb.co/campus-it-services-guide-students/,10.0,37.0,2,0,1,0,0,2,0.00,internet campus,10.0
1032,https://careerplanb.co/can-law-be-pursued-in-distance-mode-full-guide-2025/#%F0%9F%93%8C-can-you-study-law-through-distance-mode-in-india,6.7,10.7,105,0,35,55,0,551,0.00,3 year llb distance education in india,11.0
1033,https://careerplanb.co/can-law-be-pursued-in-distance-mode-full-guide-2025/#courses-available-in-distance-mode,6.6,10.7,102,0,34,54,0,512,0.00,3 year llb distance education in india,11.0
1034,https://careerplanb.co/can-law-be-pursued-in-distance-mode-full-guide-2025/#top-universities-offering-distance-law-programs,6.7,10.7,101,0,35,52,0,507,0.00,3 year llb distance education in india,11.0
1035,https://careerplanb.co/career-after-dropping-out-guide/,7.2,7.2,1,0,1,0,0,5,0.00,career guidance for dropouts,7.2
1036,https://careerplanb.co/career-as-research-scientist-guide/,1.0,24.2,21,12,13,2,0,55,0.00,a scientist,3.0
1037,https://careerplanb.co/career-assessment-tests-2025/,1.0,19.4,33,14,23,1,0,126,0.00,123 career test,11.4
1038,https://careerplanb.co/career-choosing-guide-steps/,2.0,33.2,8,1,1,3,0,11,0.00,career guidance images,2.0
1039,https://careerplanb.co/career-counseling-in-india-guide/,2.5,67.7,16,1,1,0,0,56,0.00,career counceling,56.0
1040,https://careerplanb.co/career-counseling-in-india/,12.0,70.5,12,0,0,1,0,44,0.00,career aptitude test,12.0
1041,https://careerplanb.co/career-counseling-vs-career-coaching/,17.0,75.3,7,0,0,1,0,24,0.00,career coach vs career counselor,70.7
1042,https://careerplanb.co/career-counselling-guide-informed-career-choices/,5.5,5.5,1,0,1,0,0,2,0.00,career plan b,5.5
1043,https://careerplanb.co/career-counselling-in-india-how-it-benefits-students-and-why-its-essential/,1.0,39.0,14,5,5,0,0,72,0.00,benefits of career counseling,1.0
1044,https://careerplanb.co/career-counselling-in-india-why-its-a-game-changer-for-students-and-graduates/,3.8,6.2,4,0,3,1,0,7,0.00,career aptitude test,12.0
1045,https://careerplanb.co/career-counselling-in-india/,1.0,16.5,16,11,12,0,0,54,0.00,answer key,3.0
1046,https://careerplanb.co/career-counselling/,7.0,8.7,3,0,3,0,0,101,0.00,career plan b,9.2
1047,https://careerplanb.co/career-guidance-after-graduation/,1.0,15.5,10,4,7,0,0,54,0.00,career counseling after graduation,1.0
1048,https://careerplanb.co/career-guidance-for-students-after-12th/#career-counseling-after-12th-science,3.5,8.2,4,0,2,2,0,44,0.00,after 12th counselling,13.0
1049,https://careerplanb.co/career-guidance-for-students-after-12th/#career-guidance-after-12th-commerce,3.5,8.2,4,0,2,2,0,50,0.00,after 12th counselling,13.0
1050,https://careerplanb.co/career-guidance-for-students-after-12th/#free-career-counseling-services-after-12th,3.5,8.2,4,0,2,2,0,50,0.00,after 12th counselling,13.0
1051,https://careerplanb.co/career-guide-for-pcb-students-after-class-12/,2.0,58.5,16,1,2,0,0,51,0.00,career in pcb,73.0
1052,https://careerplanb.co/career-in-architecture-b-arch-blend-of-art-engineering/,11.0,35.2,3,0,0,2,0,9,0.00,b arch is engineering or not,12.7
1053,https://careerplanb.co/career-in-artificial-intelligence-after-graduation/,1.0,13.3,15,11,11,1,0,271,0.00,ai alumni career path,15.7
1054,https://careerplanb.co/career-in-arts-hybrid-courses-transform-future/,12.0,20.3,3,0,0,1,0,3,0.00,профессия будущего рисунок,24.0
1055,https://careerplanb.co/career-in-food-technology-for-science-students/,28.0,62.0,8,0,0,0,0,21,0.00,fakultas teknologi pangan,95.0
1056,https://careerplanb.co/career-in-medical-research-after-mbbs-india/,1.0,2.5,12,10,12,0,0,23,0.00,can i do both,1.0
1057,https://careerplanb.co/career-in-nanotechnology-for-science-students/,1.0,23.8,11,6,7,0,0,14,0.00,career in nanotechnology,1.0
1058,https://careerplanb.co/career-in-petroleum-engineering/,3.0,35.0,3,1,1,0,0,5,0.00,is it risk,3.0
1059,https://careerplanb.co/career-in-sports-for-indian-students-opportunities-guidance/,1.0,4.5,4,3,3,1,0,8,0.00,sports as a career in india,3.0
1060,https://careerplanb.co/career-in-sports-in-india/#1-cricket,2.0,8.1,12,1,9,3,0,29,0.00,10 career opportunities in sports,8.0
1061,https://careerplanb.co/career-in-sports-in-india/#1-jobs-in-the-sports-industry,2.0,8.6,26,1,18,7,0,180,0.00,10 career opportunities in sports,7.5
1062,https://careerplanb.co/career-in-sports-in-india/#2-sports-related-jobs-in-india,2.0,8.6,25,1,17,7,0,156,0.00,10 career opportunities in sports,7.5
1063,https://careerplanb.co/career-in-sports-in-india/#3-physical-education-careers,3.6,8.8,23,0,16,6,0,174,0.00,10 career opportunities in sports,7.5
1064,https://careerplanb.co/career-in-sports-in-india/#3-pursue-relevant-education,3.7,8.6,18,0,13,4,0,141,0.00,10 career opportunities in sports,7.5
1065,https://careerplanb.co/career-in-sports-in-india/#4-hockey,5.7,7.6,5,0,5,0,0,14,0.00,10 career opportunities in sports,8.0
1066,https://careerplanb.co/career-in-sports-in-india/#5-shooting-and-archery,2.0,7.2,3,1,2,1,0,6,0.00,career in sport,2.0
1067,https://careerplanb.co/career-in-sports-in-india/#5-utilize-career-counseling-services,2.0,8.6,25,1,17,7,0,156,0.00,10 career opportunities in sports,7.5
1068,https://careerplanb.co/career-in-sports-in-india/#career-in-sports-in-india-exploring-opportunities-and-pathways,2.0,8.6,27,1,19,7,0,194,0.00,10 career opportunities in sports,7.6
1069,https://careerplanb.co/career-in-sports-in-india/#types-of-careers-in-sports-in-india,2.0,8.6,26,1,18,7,0,170,0.00,10 career opportunities in sports,7.6
1070,https://careerplanb.co/career-in-sports-management/,1.0,45.3,14,5,5,0,0,41,0.00,bba sports management salary,2.3
